HOLE-ID,LOC_UTMX,LOC_UTMY,LOC_UTMZ,AZ_UTM,DIP,LENGTH_M,NO_DATA,DOUBTFUL_C
L14378,295091.78,5330977.69,-217.47,194.04,-63.00,92.04,,
L14379,294988.90,5330970.72,-215.28,183.14,75.00,109.72,No_Litho,
L1438,294199.63,5330286.36,39.79,353.14,-50.00,34.59,,
L14380,295039.48,5330980.06,-217.35,3.14,-85.00,91.74,No_Litho,
L14381,294911.39,5330947.44,-215.42,183.14,70.00,121.92,,
L14384,294793.06,5330930.16,164.27,273.14,52.00,66.75,,
L14385,294793.06,5330930.16,164.27,273.14,63.00,62.48,,
L14386,294896.90,5330946.38,-216.60,3.14,0.00,106.98,No_Litho,
L14387,294896.98,5330946.29,-217.22,3.14,-22.00,122.83,No_Litho,
L14388,294805.22,5330916.73,-215.87,3.14,60.00,91.44,No_Litho,
L14389,294805.21,5330916.54,-218.16,3.14,-70.00,120.70,No_Litho,
L1439,294199.49,5330286.75,40.01,353.14,-25.00,30.96,,
L14390,294805.53,5330915.34,-218.22,183.14,-70.00,121.92,No_Litho,
L14391,294836.75,5330919.67,115.93,3.14,80.00,21.33,,
L14392,294836.66,5330918.07,113.44,183.14,-25.00,94.48,,
L14393,294836.66,5330918.07,113.23,183.14,-32.00,85.34,,
L14394,294836.71,5330918.90,113.07,183.14,-51.00,73.15,,
L14395,295011.52,5330886.48,89.71,3.14,-43.00,46.02,,
L14396,295011.41,5330885.83,89.85,3.14,-60.00,83.51,,
L14397,295011.30,5330885.26,89.85,3.14,-87.00,110.94,,
L14398,295011.21,5330884.99,89.85,183.14,-82.00,110.94,,
L14399,295040.81,5330876.50,100.44,3.14,-41.00,55.77,,
L144,294145.84,5330284.53,154.12,187.14,0.00,58.82,No_Litho,
L1440,294200.54,5330278.42,40.16,353.14,-60.00,36.49,,
L14400,295040.72,5330876.15,100.27,3.14,-54.00,42.67,,
L14401,295040.68,5330875.49,100.29,3.14,-83.00,123.13,,
L14402,295040.58,5330875.17,100.29,183.14,-82.00,123.13,,
L14403,294775.56,5330907.32,-215.52,3.14,85.00,88.08,,
L14404,294775.60,5330908.15,-215.84,3.14,48.00,104.33,,
L14405,294775.69,5330908.38,-218.21,3.14,-49.00,138.07,,
L14406,294661.89,5330808.08,-217.51,183.14,0.00,116.43,,
L14407,294522.89,5330638.05,-218.04,3.14,0.00,122.22,,
L14408,294389.55,5330551.63,-218.50,3.14,0.00,42.97,,
L14409,294389.33,5330550.44,-216.97,3.14,90.00,76.50,,
L1441,294201.30,5330268.47,3.80,22.14,90.00,18.77,,
L14410,294389.57,5330549.40,-217.19,183.14,60.00,76.20,,
L14411,294385.18,5330531.90,-218.51,63.14,0.00,37.79,,
L14412,294383.79,5330530.26,-217.20,183.14,60.00,121.92,,
L14413,294386.72,5330512.74,-218.42,63.14,0.00,46.63,,
L14414,294384.93,5330510.79,-216.73,183.14,60.00,61.56,,
L14415,294384.81,5330509.83,-216.78,183.14,40.00,46.63,,
L14416,295078.83,5331008.79,-87.86,3.14,75.00,58.52,No_Litho,
L14417,295094.37,5331006.80,-90.89,3.14,84.00,76.50,,
L14418,295078.82,5331008.51,-90.62,3.14,-84.00,39.01,No_Litho,
L14419,295122.03,5330976.84,-96.23,3.14,51.00,89.61,No_Litho,
L1442,294418.61,5330241.99,171.83,22.14,90.00,20.42,,
L14420,295137.18,5330978.88,-96.28,3.14,55.00,91.74,No_Litho,
L14421,295147.90,5330979.61,-98.05,3.14,55.00,92.35,,
L14422,294837.31,5330921.55,115.46,3.14,46.00,123.13,,
L14423,294837.39,5330921.63,112.78,3.14,-53.00,106.07,,
L14424,294389.34,5330550.68,-217.04,3.14,80.00,55.47,,
L14425,295019.76,5330896.25,134.66,3.14,90.00,56.99,,
L14426,295019.66,5330895.77,134.57,183.14,68.00,98.75,,
L14427,294579.88,5330840.56,-126.55,3.14,-50.00,122.52,,
L14428,294580.12,5330839.43,-126.62,3.14,-90.00,122.83,,
L14429,294580.06,5330838.42,-126.64,183.14,-50.00,122.83,,
L1443,294418.38,5330237.80,170.16,183.14,45.00,12.83,,
L14430,294501.88,5330803.07,-127.01,3.14,-50.00,123.44,,
L14431,294502.42,5330801.78,-126.88,3.14,-90.00,121.92,,
L14432,294502.52,5330800.82,-126.77,183.14,-50.00,122.52,,
L14433,294459.63,5330785.44,-125.16,3.14,35.00,123.44,No_Litho,
L14434,294459.62,5330785.31,-126.83,3.14,-40.00,123.13,No_Litho,
L14435,294852.11,5330918.62,30.14,183.14,-87.00,48.46,,
L14436,294851.27,5330908.92,29.71,183.14,-77.00,43.58,,
L14437,294851.35,5330908.94,32.54,183.14,82.00,33.92,,
L14438,294132.68,5330471.25,-278.10,183.14,38.00,41.14,,
L14439,294132.65,5330472.05,-277.73,183.14,63.00,28.95,,
L1444,294418.45,5330239.35,168.48,3.14,-45.00,17.77,,
L14440,294133.91,5330495.05,-279.04,183.14,63.00,28.34,,
L14441,294133.95,5330495.84,-278.54,183.14,90.00,24.68,No_Assay,
L14442,294133.95,5330495.82,-282.01,183.14,-90.00,22.25,No_Assay,
L14443,294143.90,5330483.74,-281.32,183.14,-90.00,71.01,,
L14444,294140.03,5330495.40,-280.59,183.14,-90.00,37.49,,
L14445,294132.21,5330464.14,-308.62,183.14,49.00,35.05,,
L14446,294132.10,5330463.49,-309.20,183.14,18.00,29.56,,
L14447,294132.19,5330463.80,-310.37,183.14,-28.00,27.73,,
L14448,294132.31,5330464.60,-310.92,183.14,-70.00,30.78,,
L14449,294134.34,5330494.58,-309.32,3.14,-73.00,58.82,No_Assay,
L1445,294417.98,5330228.72,165.43,183.14,45.00,10.11,,
L14452,294140.13,5330463.88,-311.20,3.14,-90.00,25.29,,
L14453,294141.11,5330466.34,-311.16,3.14,-45.00,61.56,,
L14454,294143.65,5330498.69,-307.75,3.14,-45.00,60.96,,
L14455,294147.96,5330461.85,-310.69,183.14,-26.00,54.86,,
L14456,294147.66,5330461.94,-311.81,183.14,-60.00,33.22,,
L14457,294147.83,5330464.98,-311.20,3.14,-60.00,61.87,,
L14458,294148.16,5330465.46,-310.63,3.14,-25.00,44.19,,
L14459,294153.17,5330419.12,-308.84,3.14,90.00,38.10,,
L1446,294435.05,5330224.11,169.49,4.89,0.00,9.57,,
L14460,294153.24,5330419.09,-311.35,3.14,-90.00,46.02,,
L14461,294153.05,5330429.46,-308.55,3.14,90.00,55.47,,
L14462,294153.04,5330429.38,-311.33,3.14,-90.00,46.02,,
L14463,294155.63,5330441.71,-308.64,3.14,90.00,61.56,,
L14464,294155.63,5330441.68,-310.93,3.14,-90.00,57.91,,
L14465,294155.23,5330460.91,-311.20,3.14,-90.00,83.51,,
L14466,294155.35,5330463.04,-311.20,3.14,-45.00,73.45,,
L14467,294883.55,5331067.47,-53.66,182.31,36.00,92.65,No_Litho,
L14468,294883.93,5331067.73,-53.49,182.31,48.00,97.53,No_Litho,
L14469,294893.46,5331065.58,-53.27,182.31,53.00,110.33,No_Litho,
L1447,294434.74,5330221.08,169.49,184.89,0.00,18.79,,
L14470,294906.38,5331061.51,-53.46,182.31,38.00,88.08,No_Litho,
L14471,294931.83,5331049.63,-53.29,182.31,43.00,89.61,No_Litho,
L14472,294931.78,5331049.58,-53.44,182.31,36.00,82.29,No_Litho,
L14473,294940.79,5331047.21,-53.10,182.31,53.00,25.29,No_Litho,
L14473A,294940.79,5331047.32,-53.08,182.31,48.00,100.58,No_Litho,
L14474,294977.71,5330985.03,95.69,3.14,-75.00,21.33,,
L14475,294977.66,5330984.12,95.69,183.14,-78.00,21.33,,
L14476,294977.61,5330983.20,95.69,183.14,-52.00,28.04,,
L14477,294992.88,5330983.28,97.52,3.14,-61.00,28.04,,
L14478,294992.79,5330981.76,97.52,183.14,-73.00,49.53,,
L14479,294916.91,5330949.44,111.23,3.14,45.00,74.06,,
L1448,294436.70,5330227.98,162.72,3.89,0.00,9.52,No_Litho,
L14480,294860.19,5330929.52,111.85,3.14,-60.00,64.31,,
L14481,294860.22,5330930.13,114.59,3.14,52.00,94.79,,
L14482,294860.07,5330927.39,111.85,183.14,-25.00,107.28,,
L14483,294918.69,5330978.99,109.96,3.14,80.00,92.96,,
L14484,294919.10,5330978.14,107.83,183.14,-65.00,80.16,,
L14485,294919.12,5330978.48,107.83,183.14,-85.00,49.37,,
L14486,294642.71,5330856.27,26.10,3.14,85.00,123.44,,
L14487,294642.95,5330855.05,25.92,183.14,68.00,122.83,,
L14488,294664.15,5330849.20,22.08,3.14,55.00,152.40,,
L14489,294664.01,5330848.22,22.10,3.14,77.00,123.44,,
L1449,294436.56,5330225.63,162.72,183.89,0.00,12.92,No_Litho,
L14490,294664.15,5330846.50,21.91,183.14,68.00,123.13,,
L14491,294844.21,5330927.60,173.90,3.14,30.00,40.23,,
L14492,294844.21,5330927.58,173.33,3.14,10.00,72.84,,
L14493,294804.22,5330930.48,221.30,3.14,-40.00,85.34,,
L14494,294806.73,5330931.60,232.83,3.14,40.00,106.98,,
L14495,294844.43,5330927.51,171.99,3.14,-43.00,96.62,,
L14496,294918.73,5330979.68,109.96,3.14,65.00,107.28,,
L14497,294784.60,5330940.08,228.57,3.14,-65.00,61.87,,
L14498,294784.65,5330940.86,228.54,3.14,-45.00,79.85,,
L14499,294804.18,5330929.57,221.27,3.14,-65.00,8.53,,
L145,294265.81,5330278.01,192.74,52.14,0.00,20.66,,
L1450,294413.55,5330233.78,156.35,22.14,0.00,23.03,,
L14500,294829.22,5330926.98,169.84,3.14,17.00,64.61,,
L14502,294893.87,5330959.28,192.48,3.14,-15.00,77.23,,
L14503,294686.28,5330820.02,18.88,183.14,-75.00,16.76,,
L14504,294684.76,5330820.15,22.16,183.14,85.00,121.92,,
L14505,294684.02,5330841.39,18.85,3.14,85.00,122.52,,
L14506,294688.92,5330868.11,19.49,3.14,85.00,123.44,,
L14507,294668.64,5330929.66,38.50,3.14,85.00,107.59,,
L14508,294668.63,5330929.41,35.91,183.14,-85.00,76.80,,
L14509,294691.31,5330935.14,41.50,3.14,85.00,112.16,,
L1451,294474.67,5330260.24,-33.65,202.14,0.00,33.98,,
L14510,294691.45,5330934.94,38.96,183.14,-85.00,77.41,,
L14511,294688.92,5330868.11,16.45,183.14,-85.00,55.16,,
L14512,294929.18,5330946.26,-123.86,3.14,35.00,109.72,No_Litho,
L14513,294686.08,5330841.38,16.60,3.14,-48.00,86.56,,
L14514,294472.24,5330816.24,-33.22,3.14,35.00,107.89,No_Both,
L14515,294472.24,5330816.32,-33.55,3.14,20.00,167.64,No_Litho,
L14516,294503.65,5330826.82,-33.29,3.14,53.00,77.72,,
L14517,294511.42,5330829.49,-33.12,3.14,29.00,153.92,No_Litho,
L14518,294511.42,5330829.46,-33.38,3.14,21.00,182.88,No_Litho,
L14519,294543.38,5330841.68,-32.88,3.14,28.00,152.40,,
L1452,294475.65,5330262.64,-33.65,22.14,0.00,24.05,No_Assay,
L14520,294767.61,5330934.97,228.22,3.14,-90.00,21.33,,
L14521,294767.38,5330936.40,228.19,3.14,-50.00,70.10,,
L14522,294767.63,5330933.85,228.14,183.14,-50.00,28.04,,
L14523,294813.78,5330901.68,26.60,183.14,85.00,91.13,,
L14524,294813.84,5330901.32,24.07,183.14,-81.00,45.41,,
L14525,294648.67,5330855.01,23.49,3.14,25.00,26.21,,
L14526,294648.94,5330851.67,21.42,183.14,50.00,16.45,,
L14527,294657.27,5330851.79,23.18,3.14,43.00,15.24,,
L14528,294656.98,5330849.41,23.39,3.14,90.00,16.15,,
L14529,294656.41,5330847.30,21.94,183.14,32.00,22.86,,
L1453,294491.78,5330253.21,-33.56,202.14,0.00,31.79,No_Litho,
L14530,294671.61,5330846.08,19.51,3.14,25.00,34.44,,
L14531,294671.60,5330845.96,20.35,3.14,42.00,21.94,,
L14532,294671.92,5330841.98,20.38,183.14,46.00,20.42,,
L14533,294684.77,5330855.11,19.94,3.14,85.00,19.81,,
L14534,294686.29,5330854.92,20.29,93.14,60.00,21.64,,
L14535,294689.31,5330836.45,19.81,93.14,50.00,31.69,,
L14536,294821.68,5330934.35,212.65,3.14,-30.00,70.10,,
L14537,294821.66,5330933.94,212.48,3.14,-45.00,122.52,,
L14538,294836.95,5330934.49,213.07,3.14,-37.00,55.80,,
L14539,294876.23,5330943.68,179.52,3.14,5.00,40.53,,
L1454,294492.56,5330255.10,-33.56,22.14,0.00,36.04,No_Litho,
L14540,294908.60,5330950.84,191.60,3.14,-22.00,36.88,,
L14541,294922.47,5330950.58,191.55,3.14,-22.00,37.18,,
L14542,294806.99,5330933.66,212.43,3.14,-60.00,46.02,,
L14543,295099.16,5330980.04,-216.80,3.14,-25.00,120.70,,
L14544,295099.06,5330979.75,-217.24,3.14,-45.00,140.81,,
L14545,295137.65,5330979.17,-216.91,3.14,-32.00,110.03,,
L14546,295137.62,5330978.60,-217.21,3.14,-55.00,151.79,,
L14547,295137.90,5330976.82,-217.20,183.14,-60.00,137.46,,
L14548,294810.16,5330884.41,226.37,183.14,-82.00,94.79,,
L14549,294809.90,5330885.24,227.83,3.14,82.00,92.65,,
L1455,294439.16,5330260.71,3.92,183.14,0.00,36.88,No_Litho,
L14550,295009.61,5330986.38,196.07,183.14,-87.00,58.21,,
L14551,295046.59,5330992.78,201.92,183.14,-82.00,77.11,,
L14552,294788.86,5330916.21,23.59,183.14,60.00,25.29,,
L14553,294788.92,5330915.75,21.37,183.14,-50.00,46.32,No_Assay,
L14554,295103.24,5330933.60,5.09,183.14,62.00,137.16,,
L14555,295103.07,5330933.18,2.84,183.14,-45.00,183.48,,
L14556,295173.82,5330972.09,-217.17,183.14,-82.00,122.22,No_Litho,
L14557,295173.03,5330968.95,-218.48,183.14,-45.00,153.92,No_Litho,
L14558,294410.21,5330795.72,-33.72,3.14,16.00,184.40,,
L14559,294441.05,5330805.59,-33.72,3.14,17.00,184.09,,
L1456,294439.31,5330262.95,3.92,3.14,0.00,22.17,No_Litho,
L14560,294863.50,5331007.84,-5.19,3.14,0.00,9.14,No_Litho,
L14561,294871.31,5331008.35,-5.69,3.14,0.00,9.14,,
L14562,294871.29,5331008.03,-4.24,3.14,50.00,15.24,,
L14563,294878.04,5331005.78,-6.43,3.14,0.00,9.44,,
L14564,294877.95,5331005.61,-5.06,3.14,50.00,15.54,,
L14565,294886.64,5331004.08,-8.51,3.14,0.00,9.14,No_Both,
L14566,294929.27,5330946.51,-125.70,3.14,-40.00,122.22,No_Litho,
L14567,295061.91,5330996.58,-96.76,3.14,-49.00,94.79,No_Litho,
L14568,295061.89,5330996.20,-96.81,3.14,-64.00,83.82,No_Litho,
L14569,295325.83,5330933.19,-138.40,3.14,-54.00,92.35,,
L1457,294367.49,5330245.68,4.01,183.14,0.00,22.37,,
L14570,295325.81,5330932.84,-138.41,3.14,-65.00,84.42,,
L14571,295341.71,5330920.68,-139.04,24.14,-48.00,96.92,No_Litho,
L14572,295341.77,5330920.44,-139.11,31.14,-55.00,89.91,No_Litho,
L14573,295341.77,5330920.44,-139.11,43.14,-63.00,83.51,No_Litho,
L14574,295342.36,5330920.15,-138.61,43.14,-25.00,82.60,No_Litho,
L14575,294592.00,5330926.38,28.56,183.14,75.00,121.92,,
L14576,294592.60,5330938.81,28.89,3.14,80.00,121.92,,
L14577,294595.15,5330971.37,31.75,3.14,80.00,122.52,,
L14578,294864.24,5331007.53,-3.63,3.14,55.00,24.38,,
L14579,294864.22,5331007.13,-3.33,3.14,72.00,23.46,,
L1458,294367.68,5330248.67,4.01,3.14,0.00,18.08,,
L14580,294871.03,5331007.39,-3.30,3.14,75.00,21.33,,
L14581,294849.18,5331009.85,-3.48,3.14,0.00,9.14,No_Litho,
L14582,294849.10,5331009.71,-2.03,3.14,55.00,24.38,No_Litho,
L14583,294849.23,5331009.33,-1.42,3.14,72.00,23.16,No_Litho,
L14584,294849.13,5331008.90,-1.35,3.14,85.00,21.64,No_Both,
L14585,294852.18,5330929.69,115.08,3.14,49.00,97.53,,
L14586,294852.32,5330929.38,115.15,3.14,56.00,92.04,,
L14587,294868.15,5330928.67,112.90,3.14,49.00,97.53,,
L14588,294868.14,5330928.50,112.89,3.14,56.00,91.13,,
L14589,295090.44,5330940.88,141.36,183.14,-32.00,86.86,,
L1459,294103.96,5330206.07,270.62,7.14,74.00,24.51,,
L14590,295136.27,5330938.84,148.29,183.14,-32.00,92.96,,
L14591,295090.47,5331033.03,-217.03,3.14,-68.00,110.94,No_Litho,
L14592,295090.37,5331032.65,-217.06,3.14,-88.00,101.19,No_Litho,
L14593,295129.83,5331029.95,-211.58,3.14,-75.00,128.93,No_Litho,
L14594,295129.74,5331029.73,-211.62,3.14,-88.00,138.37,No_Litho,
L14595,295156.07,5331025.49,-208.12,3.14,-78.00,137.16,No_Litho,
L14596,295167.14,5331028.49,-205.71,3.14,-79.00,127.40,No_Litho,
L14597,295167.21,5331028.35,-205.69,3.14,-86.00,137.16,No_Litho,
L14598,295206.70,5330866.50,-216.88,183.14,-82.00,162.15,No_Litho,
L14599,295206.80,5330866.86,-214.22,3.14,82.00,183.48,No_Litho,
L146,294261.47,5330289.69,192.65,22.14,0.00,23.46,No_Assay,
L1460,294103.89,5330205.41,270.62,187.14,83.00,20.77,,
L14600,295219.93,5330823.82,-216.91,183.14,-82.00,154.22,No_Litho,
L14601,295219.95,5330824.25,-214.21,3.14,82.00,153.92,No_Litho,
L14602,295232.70,5330910.39,-16.72,3.14,50.00,183.48,,
L14603,295232.66,5330909.64,-16.61,3.14,80.00,183.15,,
L14604,295233.06,5330908.73,-16.54,183.14,73.00,173.12,,
L14605,295233.00,5330909.05,-19.06,183.14,-85.00,183.48,,
L14606,294533.74,5330941.22,22.53,3.14,90.00,6.09,,
L14607,294533.74,5330941.22,19.18,3.14,-90.00,6.09,,
L14608,294548.16,5330942.42,25.78,3.14,90.00,6.40,No_Assay,
L14609,294548.01,5330942.45,22.34,3.14,-90.00,6.40,,
L1461,294103.81,5330204.79,270.22,187.14,55.00,18.38,,
L14610,294539.97,5330956.02,24.58,3.14,90.00,6.09,,
L14611,294539.97,5330956.02,21.23,3.14,-90.00,6.09,,
L14612,294541.92,5330951.12,24.48,3.14,90.00,7.62,,
L14613,294541.77,5330951.13,21.32,3.14,-90.00,6.09,,
L14614,294739.74,5330959.64,42.05,3.14,65.00,122.52,,
L14615,294739.71,5330959.03,42.35,183.14,85.00,121.92,,
L14616,294739.69,5330958.73,38.70,183.14,-50.00,76.20,,
L14617,294739.64,5330957.82,38.70,183.14,-85.00,61.26,,
L14618,294762.89,5330956.09,44.90,3.14,65.00,122.22,,
L14619,294763.05,5330954.76,44.91,183.14,85.00,122.22,,
L1462,294408.85,5330254.09,3.00,22.14,-90.00,23.92,,
L14620,294762.93,5330953.91,42.02,183.14,-50.00,76.80,,
L14621,294762.98,5330954.88,41.93,183.14,-85.00,62.63,,
L14622,295086.46,5331022.46,-37.80,3.14,80.00,95.09,No_Litho,
L14623,295086.48,5331022.87,-37.92,3.14,60.00,107.28,No_Litho,
L14624,295086.40,5331022.93,-40.08,3.14,-60.00,107.28,No_Litho,
L14625,295110.54,5331035.78,-214.37,3.14,-82.00,167.94,No_Litho,
L14626,295147.76,5331025.79,-209.14,3.14,-75.00,137.46,,
L14627,295147.76,5331025.67,-209.08,3.14,-81.00,170.38,,
L1463,294408.85,5330254.09,5.17,22.14,90.00,25.27,,
L14632,295252.10,5330971.76,-132.77,3.14,73.00,108.20,No_Litho,
L14633,295076.81,5330944.19,139.15,183.14,-41.00,67.05,,
L14634,295117.79,5330942.78,145.23,183.14,-38.00,73.76,,
L1464,294408.38,5330245.26,3.06,22.14,-90.00,19.87,,
L1465,294408.38,5330245.26,5.14,22.14,90.00,24.81,,
L14651,294408.56,5330192.94,329.09,92.31,-45.00,76.99,,
L14652,294408.56,5330192.94,329.09,92.31,-45.00,76.20,,
L14653,294410.54,5330236.60,329.10,47.31,-45.00,76.99,,
L1466,294407.99,5330235.88,3.09,22.14,-90.00,19.50,,
L14665,294991.46,5330920.14,320.37,2.31,-70.00,76.20,,
L14666,294996.17,5330919.65,320.44,182.31,-50.00,137.16,,
L1467,294407.99,5330235.88,5.32,22.14,90.00,24.23,,
L14670,295132.47,5331014.80,316.97,182.31,-75.00,76.20,,
L14671,294122.37,5330207.63,327.01,2.31,-50.00,30.63,,
L14672,293940.38,5330233.29,325.87,2.31,-50.00,30.60,,
L14673,294305.54,5330209.40,328.04,2.31,-50.00,50.29,,
L14674,293983.72,5330173.61,326.16,22.31,-50.00,50.29,,
L14675,294089.82,5330157.12,326.79,2.31,-50.00,50.59,,
L14676,294120.03,5330149.70,327.18,2.31,-50.00,50.29,,
L14677,293870.65,5330394.73,325.89,22.31,-50.00,50.29,,
L14678,293900.72,5330384.35,325.02,22.31,-50.00,50.29,,
L14679,293930.64,5330371.02,326.81,22.31,-50.00,50.29,,
L1468,294229.62,5330307.82,-96.81,3.14,0.00,54.63,,
L14680,293960.66,5330357.54,326.48,22.31,-50.00,50.29,,
L14681,293990.77,5330347.11,328.74,22.31,-50.00,50.29,,
L14682,294096.10,5330312.35,327.40,22.31,-50.00,50.29,,
L14683,294170.83,5330275.92,326.78,182.31,-47.00,50.44,,
L14684,294091.21,5330266.82,327.01,22.31,-60.00,42.67,,
L14685,294084.39,5330251.93,326.87,22.31,-60.00,54.86,,
L14686,294189.99,5330146.93,332.30,22.31,-60.00,60.96,,
L14687,294210.47,5330121.67,331.62,22.31,-60.00,76.20,,
L14688,294229.38,5330175.87,328.15,22.31,-60.00,42.67,,
L14689,294261.06,5330241.77,329.84,202.31,-85.00,124.35,,
L1469,294229.44,5330304.96,-96.81,183.14,0.00,34.97,,
L14690,294364.54,5330161.29,328.55,22.31,-65.00,61.11,,
L14691,294412.07,5330205.06,326.84,202.31,-60.00,76.20,,
L14692,294432.12,5330206.84,328.54,202.31,-60.00,152.70,,
L14695,294032.73,5330253.96,326.74,22.31,-60.00,64.16,,
L14696,294029.19,5330241.90,326.71,202.31,-45.00,60.96,,
L14697,293992.16,5330151.83,330.53,22.31,-45.00,60.96,,
L14698,294063.06,5330325.92,327.64,202.31,-45.00,103.63,,
L14699,294098.57,5330373.32,327.76,202.31,-45.00,87.78,,
L147,294265.86,5330276.88,192.65,95.14,0.00,17.06,,
L1470,294264.03,5330303.42,-96.69,3.14,0.00,54.43,,
L14700,294001.66,5330239.97,326.26,202.31,-45.00,45.72,,
L14701,293961.82,5330235.48,325.80,202.31,-45.00,33.83,,
L14702,293887.62,5330211.02,326.80,202.31,-45.00,60.65,,
L14703,294051.10,5330256.06,319.71,182.31,-70.00,63.00,No_Litho,
L14704,294063.23,5330251.99,317.93,362.31,-90.00,75.01,No_Litho,
L14705,294375.27,5330200.45,314.65,22.31,-45.00,60.96,,
L14706,295147.08,5331032.59,319.29,182.31,-43.00,67.05,,
L14707,295147.08,5331032.59,319.29,2.31,-90.00,54.98,,
L14708,295147.08,5331032.58,319.29,2.31,-53.00,67.05,,
L14709,294052.22,5330357.23,313.96,182.31,-33.00,31.48,,
L1471,294263.87,5330300.69,-96.69,183.14,0.00,44.80,,
L14710,294060.98,5330351.32,315.53,182.31,-32.00,28.04,,
L14711,294070.17,5330349.12,314.99,182.31,-32.00,21.33,,
L14712,294068.96,5330268.79,321.35,2.31,-70.00,44.19,No_Litho,
L14713,294046.36,5330213.75,326.84,182.31,-50.00,30.99,,
L14714,294047.41,5330239.64,326.84,182.31,-48.00,115.51,,
L14715,294044.05,5330156.80,326.84,2.31,-50.00,67.05,,
L14716,294043.10,5330359.39,314.56,182.31,-32.00,37.00,,
L14717,293696.73,5329944.29,323.01,342.31,-50.00,61.99,,
L14718,293769.36,5330002.27,324.23,342.31,-50.00,61.99,,
L14719,293766.15,5330079.00,322.41,342.31,-50.00,37.70,,
L1472,294246.94,5330303.63,-96.75,3.14,0.00,39.21,,
L14720,293800.90,5330025.49,323.02,342.31,-50.00,91.92,,
L14721,293797.56,5329869.96,323.67,342.31,-50.00,131.00,,
L14722,293863.85,5329922.07,324.44,342.31,-50.00,154.89,,
L14723,293895.64,5329808.13,324.48,342.31,-50.00,154.99,,
L14724,294260.05,5330256.91,327.51,2.31,-45.00,61.50,,
L14725,294296.05,5330240.26,327.11,2.31,-45.00,70.98,,
L14726,294320.88,5330174.00,328.19,2.31,-45.00,61.99,,
L14727,294318.66,5330117.51,329.10,2.31,-50.00,55.47,,
L14728,294392.13,5330126.92,329.07,2.31,-45.00,80.01,,
L14729,294465.33,5330126.64,329.89,2.31,-45.00,76.99,,
L1473,294246.75,5330300.35,-96.75,183.14,0.00,34.29,,
L14730,293800.18,5330202.30,325.19,2.31,-60.00,55.77,,
L14731,293704.15,5330200.14,325.31,2.31,-60.00,55.10,,
L14732,293798.21,5330150.64,324.64,2.31,-60.00,85.74,,
L14733,293715.76,5330147.82,325.31,2.31,-60.00,85.64,,
L14734,294322.96,5330223.92,327.87,2.31,-45.00,75.98,,
L14735,294326.44,5330315.14,327.19,2.31,-45.00,60.96,,
L14736,293679.76,5330051.05,322.51,2.31,-90.00,39.01,,
L14737,293727.71,5330050.94,325.31,2.31,-90.00,53.79,,
L14738,293791.92,5330099.86,323.85,2.31,-90.00,44.98,,
L14739,293815.30,5330134.97,324.87,2.31,-90.00,42.00,,
L1474,293826.86,5329952.23,204.78,342.14,-45.00,6.09,No_Assay,
L14740,293839.62,5330150.95,325.16,2.31,-90.00,37.49,,
L14741,293743.41,5330102.92,323.35,162.31,-45.00,85.64,,
L14742,293582.20,5330005.33,322.51,2.31,-90.00,47.85,,
L14743,293585.99,5329993.83,322.57,2.31,-90.00,59.43,,
L14744,293735.94,5330075.10,323.16,2.31,-90.00,45.01,,
L14745,293745.33,5330047.02,322.77,2.31,-90.00,63.00,,
L14746,293759.76,5330000.89,324.49,2.31,-90.00,87.17,,
L14747,294376.20,5330500.82,328.24,2.31,-45.00,61.99,No_Litho,
L14748,294463.69,5330493.38,333.12,2.31,-45.00,61.99,No_Litho,
L14749,294515.93,5330485.50,331.44,2.31,-45.00,67.97,No_Litho,
L1475,293823.13,5329963.19,217.98,342.14,-40.00,13.66,No_Assay,
L14750,294565.87,5330473.38,328.70,2.31,-45.00,64.00,No_Litho,
L14751,294454.76,5330575.68,329.12,42.31,-45.00,61.56,No_Litho,
L14752,294382.47,5330548.09,326.62,2.31,-45.00,61.99,No_Litho,
